time,sensor0,sensor1,sensor2,sensor32020-08-12 14:49:17,2.455456,1.926543,12.097564,0.256760
2020-08-12 14:49:18,0.458987,4.721310,2.438584,4.378810
2020-08-12 14:49:19,2.204006,4.172610,7.434427,2.587891
2020-08-12 14:49:20,1.855585,5.446337,2.736551,16.779617
2020-08-12 14:49:21,4.955425,3.006389,10.722882,1.857798
2020-08-12 14:49:22,1.563420,7.065835,0.950860,6.554926
2020-08-12 14:49:23,2.840496,0.759498,5.857184,1.872905
2020-08-12 14:49:24,3.736200,7.228064,0.079830,10.627268
2020-08-12 14:49:25,4.183105,0.209757,1.391369,10.596736
2020-08-12 14:49:26,4.416331,8.509541,0.138064,15.670340
2020-08-12 14:49:27,3.344812,6.121962,0.080384,3.534704
2020-08-12 14:49:28,0.151759,4.857972,12.161583,0.216975
2020-08-12 14:49:29,1.632355,2.235511,6.951180,0.337424
2020-08-12 14:49:30,2.949780,4.867091,2.499109,12.590062
2020-08-12 14:49:31,2.172760,3.390588,7.307225,7.524834
2020-08-12 14:49:32,4.337026,3.546012,4.647788,8.039140
2020-08-12 14:49:33,4.776456,5.126352,7.016562,3.803802
2020-08-12 14:49:34,3.916223,4.982656,10.541298,6.367745
2020-08-12 14:49:35,4.888850,8.593178,10.208723,15.564569
2020-08-12 14:49:36,4.836731,5.988027,8.778249,12.247003
2020-08-12 14:49:37,3.050508,8.996125,5.368035,1.831311
2020-08-12 14:49:38,1.534020,0.635758,6.990942,8.738294
2020-08-12 14:49:39,0.912849,6.654881,6.502875,15.112697
2020-08-12 14:49:40,4.343602,6.881518,2.203540,13.766208
2020-08-12 14:49:41,2.921694,4.441470,8.255789,6.539521
2020-08-12 14:49:42,2.969861,8.036113,10.894131,1.876798
2020-08-12 14:49:43,4.987745,0.577415,12.689342,16.442977
2020-08-12 14:49:44,0.369912,4.213427,5.605324,14.461007
2020-08-12 14:49:45,4.575705,5.743379,2.925297,15.348482
2020-08-12 14:49:46,0.913402,7.853354,1.272745,11.216688
2020-08-12 14:49:47,2.336594,6.028975,2.931547,16.345014
2020-08-12 14:49:48,3.415796,3.828805,5.456587,10.846445
2020-08-12 14:49:49,3.630476,6.624468,10.889593,15.800348
2020-08-12 14:49:50,2.127639,2.673775,2.546265,0.122684
2020-08-12 14:49:51,0.363856,5.925206,5.932717,9.462144
2020-08-12 14:49:52,0.944672,3.630235,12.419383,15.318573
2020-08-12 14:49:53,2.394419,0.988784,6.000092,15.134632
2020-08-12 14:49:54,4.565853,6.585665,5.946021,12.765229
2020-08-12 14:49:55,4.086594,2.258806,11.724121,8.946872
2020-08-12 14:49:56,0.207208,1.133621,3.891303,6.615378
2020-08-12 14:49:57,0.782909,0.086299,0.666715,5.061734
2020-08-12 14:49:58,0.612963,0.188504,0.115793,0.568948
2020-08-12 14:49:59,1.998744,4.137684,6.978832,11.538813
2020-08-12 14:50:00,4.293917,8.945365,0.205902,14.855697
2020-08-12 14:50:01,2.111360,0.771836,3.944604,14.695305
2020-08-12 14:50:02,0.032665,0.165301,2.786043,9.636229
2020-08-12 14:50:03,1.397799,3.308841,9.065540,12.994316
2020-08-12 14:50:04,0.713749,0.330371,10.510682,0.749111
2020-08-12 14:50:05,4.217547,8.589726,7.268117,15.805999
2020-08-12 14:50:06,1.408685,5.447365,1.927140,5.566771
2020-08-12 14:50:07,0.366127,8.303242,3.138696,15.741865
2020-08-12 14:50:08,3.692299,0.545475,3.834637,15.011112
2020-08-12 14:50:09,0.287332,3.066761,9.162756,4.736362
2020-08-12 14:50:10,4.627208,5.560405,4.629569,8.927963
2020-08-12 14:50:11,3.756693,6.796986,8.734905,16.935982
2020-08-12 14:50:12,3.992098,3.691770,9.270563,15.330451
2020-08-12 14:50:13,2.641392,3.098279,1.473271,1.479072
2020-08-12 14:50:14,2.013496,4.056849,8.363725,16.524768
2020-08-12 14:50:15,1.425518,5.464060,4.284772,7.050101
2020-08-12 14:50:16,1.846610,5.444645,4.339467,13.532390
2020-08-12 14:50:17,4.233478,0.039078,1.853159,2.130730
2020-08-12 14:50:18,4.239712,6.028436,6.565830,7.178352
2020-08-12 14:50:19,1.666659,6.233493,7.152951,5.710897
2020-08-12 14:50:20,1.900015,1.165768,9.127592,0.470672
2020-08-12 14:50:21,2.741021,3.676633,2.434905,7.137822
2020-08-12 14:50:22,2.391616,8.048727,8.209905,8.519104
2020-08-12 14:50:23,3.360649,1.290262,1.491693,13.178419
2020-08-12 14:50:24,0.817832,4.168045,1.998258,11.561796
2020-08-12 14:50:25,2.157900,4.211137,11.947445,13.445261
2020-08-12 14:50:26,3.289216,8.386865,7.664621,4.594916
2020-08-12 14:50:27,1.360820,4.944376,0.699101,15.535565
2020-08-12 14:50:28,1.158283,0.516513,1.271915,6.322334
2020-08-12 14:50:29,2.376110,7.995591,11.193278,1.071541
2020-08-12 14:50:30,1.774840,1.201899,8.669386,11.831802
2020-08-12 14:50:31,0.619470,6.551009,10.013903,14.329020
2020-08-12 14:50:32,3.090080,7.392851,9.041591,8.190585
2020-08-12 14:50:33,0.937915,1.625275,7.083573,10.992866
2020-08-12 14:50:34,1.529596,8.237475,3.618524,7.452415
2020-08-12 14:50:35,1.043278,4.557769,1.763377,9.997419
2020-08-12 14:50:36,0.904421,4.579654,7.669899,4.248890
2020-08-12 14:50:37,2.349707,6.364164,0.634311,5.835926
2020-08-12 14:50:38,2.261214,1.846280,11.492037,10.215591
2020-08-12 14:50:39,0.449804,0.101978,6.012173,8.156143
2020-08-12 14:50:40,4.593959,1.364190,2.531035,11.700316
2020-08-12 14:50:41,4.882651,5.663141,11.991417,13.850804
2020-08-12 14:50:42,2.134729,2.376072,4.278165,0.437019
2020-08-12 14:50:43,2.185755,5.727418,10.347767,14.915865
2020-08-12 14:50:44,4.206471,3.512259,2.033029,7.662790
2020-08-12 14:50:45,3.694565,0.591432,9.608468,9.850530
2020-08-12 14:50:46,1.205415,2.613475,9.240277,2.860013
2020-08-12 14:50:47,1.523682,2.377404,1.179548,13.468895
2020-08-12 14:50:48,2.377503,6.217435,7.800372,16.317324
2020-08-12 14:50:49,3.818096,2.001842,3.139862,8.289957
2020-08-12 14:50:50,4.247443,7.627106,3.087520,9.416549
2020-08-12 14:50:51,1.782503,0.038708,10.544371,8.799357
2020-08-12 14:50:52,3.037591,4.106534,3.700960,0.618477
2020-08-12 14:50:53,3.367459,8.484137,6.194460,16.161284
2020-08-12 14:50:54,4.516012,4.848998,4.897472,10.965065
2020-08-12 14:50:55,4.390168,2.132017,1.475237,13.047063
2020-08-12 14:50:56,3.424380,0.571448,9.657156,16.547636
2020-08-12 14:50:57,3.968176,0.974267,11.067620,5.170028
2020-08-12 14:50:58,0.953993,1.640578,6.315977,12.235984
2020-08-12 14:50:59,4.241633,3.341276,9.206955,11.735157
2020-08-12 14:51:00,0.084796,8.717460,2.105265,13.665922
2020-08-12 14:51:01,0.577162,0.704752,0.254225,4.425455
2020-08-12 14:51:02,2.894049,4.316917,12.994442,6.523365
2020-08-12 14:51:03,3.342394,8.543750,2.726439,8.890494
2020-08-12 14:51:04,0.288835,2.522582,10.811539,0.682760
2020-08-12 14:51:05,4.632681,5.468920,11.158197,14.584354
2020-08-12 14:51:06,2.141404,3.602966,8.056108,15.583063
2020-08-12 14:51:07,0.468622,0.145727,5.057227,4.062641
2020-08-12 14:51:08,3.626102,1.925976,1.106069,4.008266
2020-08-12 14:51:09,2.875174,5.049098,4.303387,12.447912
2020-08-12 14:51:10,4.877925,8.384869,8.701845,3.316122
